transaction_id,transaction_date,posting_date,vendor_id,vendor_name,account_code,account_name,debit_amount,department,description,created_by,approved_by,audit_risk_score,risk_level,rule_alert_count,anomaly_score,ml_anomaly_flag,risk_reason_text
TXN00015768,2024-08-06,2024-08-06,V00204,Mingda Technology Group,2202,应付账款 Accounts payable,2000000.0,Finance,Vendor settlement Mingda Technology Group / INV-648442,E0032,E0106,67.04,High,2,0.809352,True,"Unusual vendor (Mingda Technology Group): amount is more than 8x this vendor's average payment; Large round amount: CNY 2000000.0 sits in the top 0.5% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.809, rank 67 of 30,128); Amount CNY 2,000,000.00 is above the 99.5th percentile of the ledger"
TXN00028465,2025-03-24,2025-03-24,V00242,"Nordic Facilities (Guangzhou) Co., Ltd.",2202,应付账款 Accounts payable,1250000.0,Finance,"Settlement of Nordic Facilities (Guangzhou) Co., Ltd. invoice INV-559450",E0031,E0111,67.04,High,2,0.746124,True,"Unusual vendor (Nordic Facilities (Guangzhou) Co., Ltd.): amount is more than 8x this vendor's average payment; Large round amount: CNY 1250000.0 sits in the top 1.38% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.746, rank 185 of 30,128); Amount CNY 1,250,000.00 is above the 98.6th percentile of the ledger"
TXN00006935,2024-07-16,2024-07-16,V00337,"Kaiyuan Engineering Co., Ltd.",2202,应付账款 Accounts payable,1250000.0,Finance,"Bank transfer to Kaiyuan Engineering Co., Ltd. - invoice INV-230754",E0062,E0034,66.95,High,2,0.721127,True,"Unusual vendor (Kaiyuan Engineering Co., Ltd.): amount is more than 8x this vendor's average payment; Large round amount: CNY 1250000.0 sits in the top 1.38% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.721, rank 259 of 30,128); Amount CNY 1,250,000.00 is above the 98.6th percentile of the ledger"
TXN00015981,2025-11-07,2025-11-07,V00413,"Pacific Media (Shenzhen) Co., Ltd.",2202,应付账款 Accounts payable,123271.42,Finance,"Settlement of Pacific Media (Shenzhen) Co., Ltd. invoice INV-809562",E0013,E0019,66.92,High,1,0.510523,False,"Duplicate payment: invoice INV-2025-92744 paid more than once to Pacific Media (Shenzhen) Co., Ltd.; Vendor risk 58/100 for Pacific Media (Shenzhen) Co., Ltd.; Amount CNY 123,271.42 is above the 72.6th percentile of the ledger"
TXN00006478,2025-12-01,2025-12-01,V00008,Longhe Logistics Holdings,1403,原材料 Raw materials,2000000.0,Procurement,Purchase of raw materials - PO66251,E0099,E0121,66.88,High,2,0.77441,True,"Unusual vendor (Longhe Logistics Holdings): amount is more than 8x this vendor's average payment; Large round amount: CNY 2000000.0 sits in the top 0.5% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.774, rank 118 of 30,128); Amount CNY 2,000,000.00 is above the 99.5th percentile of the ledger"
TXN00022998,2025-09-04,2025-09-04,V00158,"Xinrun Engineering (Shanghai) Co., Ltd.",2202,应付账款 Accounts payable,1250000.0,Finance,"Vendor settlement Xinrun Engineering (Shanghai) Co., Ltd. / INV-947336",E0024,E0019,66.87,High,2,0.698357,True,"Unusual vendor (Xinrun Engineering (Shanghai) Co., Ltd.): amount is more than 8x this vendor's average payment; Large round amount: CNY 1250000.0 sits in the top 1.38% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.698, rank 339 of 30,128); Amount CNY 1,250,000.00 is above the 98.6th percentile of the ledger"
TXN00019631,2024-12-23,2024-12-23,V00049,"Orient Consulting (Shenzhen) Co., Ltd.",2202,应付账款 Accounts payable,1250000.0,Finance,"Bank transfer to Orient Consulting (Shenzhen) Co., Ltd. - invoice INV-968481",E0078,E0128,66.86,High,2,0.733177,True,"Unusual vendor (Orient Consulting (Shenzhen) Co., Ltd.): amount is more than 8x this vendor's average payment; Large round amount: CNY 1250000.0 sits in the top 1.38% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.733, rank 224 of 30,128); Amount CNY 1,250,000.00 is above the 98.6th percentile of the ledger"
TXN00003921,2025-10-12,2025-10-13,V00004,"Hanwei Electronics (Beijing) Co., Ltd.",2202,应付账款 Accounts payable,604174.85,Finance,"Vendor settlement Hanwei Electronics (Beijing) Co., Ltd. / INV-941926",E0041,E0049,66.74,High,2,0.638272,True,"Duplicate payment: invoice INV-2025-41646 paid more than once to Hanwei Electronics (Beijing) Co., Ltd.; Posted on Sunday - 2025-10-12 is outside the normal working week; Isolation Forest anomaly (score 0.638, rank 602 of 30,128); Amount CNY 604,174.85 is above the 93.8th percentile of the ledger"
TXN00008969,2025-08-12,2025-08-15,V00311,"Yongsheng Systems (Shanghai) Co., Ltd.",2202,应付账款 Accounts payable,1250000.0,Finance,"Vendor settlement Yongsheng Systems (Shanghai) Co., Ltd. / INV-897929",E0011,E0047,66.73,High,2,0.777235,True,"Unusual vendor (Yongsheng Systems (Shanghai) Co., Ltd.): amount is more than 8x this vendor's average payment; Large round amount: CNY 1250000.0 sits in the top 1.38% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.777, rank 117 of 30,128); Amount CNY 1,250,000.00 is above the 98.6th percentile of the ledger"
TXN00011723,2024-10-14,2024-10-14,V00077,Orient Packaging Group,2202,应付账款 Accounts payable,1250000.0,Finance,Payment to Orient Packaging Group for invoice INV-463588,E0037,E0068,66.69,High,2,0.780582,True,"Unusual vendor (Orient Packaging Group): amount is more than 8x this vendor's average payment; Large round amount: CNY 1250000.0 sits in the top 1.38% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.781, rank 110 of 30,128); Amount CNY 1,250,000.00 is above the 98.6th percentile of the ledger"
TXN00018558,2024-04-22,2024-04-22,V00333,"Delta Supply Chain Co., Ltd.",2202,应付账款 Accounts payable,1250000.0,Finance,"Vendor settlement Delta Supply Chain Co., Ltd. / INV-931738",E0118,E0128,66.69,High,2,0.708107,True,"Unusual vendor (Delta Supply Chain Co., Ltd.): amount is more than 8x this vendor's average payment; Large round amount: CNY 1250000.0 sits in the top 1.38% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.708, rank 311 of 30,128); Amount CNY 1,250,000.00 is above the 98.6th percentile of the ledger"
TXN00029656,2025-04-05,2025-04-05,V00226,"Zhongtai Industrial (Beijing) Co., Ltd.",1403,原材料 Raw materials,1000000.0,Procurement,Purchase of raw materials - PO67442,E0056,E0049,66.67,High,2,0.790966,True,"Large round amount: CNY 1000000.0 sits in the top 2.5% of all voucher values and is an exact multiple of 10,000; Posted on Saturday - 2025-04-05 is outside the normal working week; Isolation Forest anomaly (score 0.791, rank 91 of 30,128); Vendor risk 47/100 for Zhongtai Industrial (Beijing) Co., Ltd.; Amount CNY 1,000,000.00 is above the 97.5th percentile of the ledger"
TXN00009333,2024-12-02,2024-12-02,V00200,"Kaiyuan Technology Co., Ltd.",2202,应付账款 Accounts payable,1250000.0,Finance,"Payment to Kaiyuan Technology Co., Ltd. for invoice INV-685025",E0125,E0050,66.61,High,2,0.709338,True,"Unusual vendor (Kaiyuan Technology Co., Ltd.): amount is more than 8x this vendor's average payment; Large round amount: CNY 1250000.0 sits in the top 1.38% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.709, rank 305 of 30,128); Amount CNY 1,250,000.00 is above the 98.6th percentile of the ledger"
TXN00002448,2025-06-05,2025-06-05,V00202,"Tianhe Materials (Shanghai) Co., Ltd.",2202,应付账款 Accounts payable,1250000.0,Finance,"Payment to Tianhe Materials (Shanghai) Co., Ltd. for invoice INV-768163",E0133,E0068,66.53,High,2,0.763831,True,"Unusual vendor (Tianhe Materials (Shanghai) Co., Ltd.): amount is more than 8x this vendor's average payment; Large round amount: CNY 1250000.0 sits in the top 1.38% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.764, rank 142 of 30,128); Amount CNY 1,250,000.00 is above the 98.6th percentile of the ledger"
TXN00024176,2025-09-30,2025-09-30,V00135,"Fortune Industrial (Shenzhen) Co., Ltd.",2202,应付账款 Accounts payable,2000000.0,Finance,"Settlement of Fortune Industrial (Shenzhen) Co., Ltd. invoice INV-770507",E0007,E0023,66.52,High,2,0.782996,True,"Unusual vendor (Fortune Industrial (Shenzhen) Co., Ltd.): amount is more than 8x this vendor's average payment; Large round amount: CNY 2000000.0 sits in the top 0.5% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.783, rank 106 of 30,128); Amount CNY 2,000,000.00 is above the 99.5th percentile of the ledger"
TXN00004245,2024-12-04,2024-12-04,V00052,"Apex Systems (Beijing) Co., Ltd.",1403,原材料 Raw materials,1000000.0,Procurement,"Material procurement from Apex Systems (Beijing) Co., Ltd. - PO99463",E0054,E0028,66.4,High,2,0.834547,True,"Unusual vendor (Apex Systems (Beijing) Co., Ltd.): vendor registered less than 90 days before the payment; Large round amount: CNY 1000000.0 sits in the top 2.5% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.835, rank 50 of 30,128); Amount CNY 1,000,000.00 is above the 97.5th percentile of the ledger"
TXN00008716,2024-12-12,2024-12-12,V00125,"Yongsheng Electronics (Shanghai) Co., Ltd.",2202,应付账款 Accounts payable,2000000.0,Finance,"Bank transfer to Yongsheng Electronics (Shanghai) Co., Ltd. - invoice INV-999934",E0052,E0124,66.3,High,2,0.832529,True,"Unusual vendor (Yongsheng Electronics (Shanghai) Co., Ltd.): amount is more than 8x this vendor's average payment; Large round amount: CNY 2000000.0 sits in the top 0.5% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.833, rank 52 of 30,128); Amount CNY 2,000,000.00 is above the 99.5th percentile of the ledger"
TXN00001068,2024-12-25,2024-12-25,V00056,"Wanhe Systems (Guangzhou) Co., Ltd.",1403,原材料 Raw materials,1000000.0,Procurement,Goods receipt against PO80982,E0014,E0102,66.22,High,2,0.730989,True,"Unusual vendor (Wanhe Systems (Guangzhou) Co., Ltd.): amount is more than 8x this vendor's average payment; Large round amount: CNY 1000000.0 sits in the top 2.5% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.731, rank 231 of 30,128); Vendor risk 52/100 for Wanhe Systems (Guangzhou) Co., Ltd.; Amount CNY 1,000,000.00 is above the 97.5th percentile of the ledger"
TXN80004101,2025-12-15,2025-12-15,V00175,Wanhe Packaging Holdings,2202,应付账款 Accounts payable,49441.69,Finance,Partial payment to Wanhe Packaging Holdings - instalment 2/3,E0100,E0121,66.17,High,1,0.802234,True,"Split payment: 3 payments to the same vendor on the same day, each just below the CNY 50,000 approval threshold (combined CNY 147780.32); Isolation Forest anomaly (score 0.802, rank 75 of 30,128); Vendor risk 61/100 for Wanhe Packaging Holdings; Amount sits just below the CNY 50,000 approval threshold"
TXN00003149,2025-03-10,2025-03-10,V00337,"Kaiyuan Engineering Co., Ltd.",2202,应付账款 Accounts payable,1250000.0,Finance,"Payment to Kaiyuan Engineering Co., Ltd. for invoice INV-120209",E0107,E0135,66.16,High,2,0.689419,True,"Unusual vendor (Kaiyuan Engineering Co., Ltd.): amount is more than 8x this vendor's average payment; Large round amount: CNY 1250000.0 sits in the top 1.38% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.689, rank 369 of 30,128); Amount CNY 1,250,000.00 is above the 98.6th percentile of the ledger"
TXN00027420,2025-01-07,2025-01-07,V00250,"Zhongtai Trading Co., Ltd.",1403,原材料 Raw materials,1000000.0,Procurement,Purchase of raw materials - PO54022,E0060,E0002,66.15,High,2,0.759676,True,"Unusual vendor (Zhongtai Trading Co., Ltd.): amount is more than 8x this vendor's average payment; Large round amount: CNY 1000000.0 sits in the top 2.5% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.760, rank 154 of 30,128); Vendor risk 47/100 for Zhongtai Trading Co., Ltd.; Amount CNY 1,000,000.00 is above the 97.5th percentile of the ledger"
TXN80004102,2025-12-15,2025-12-15,V00175,Wanhe Packaging Holdings,2202,应付账款 Accounts payable,48605.06,Finance,Partial payment to Wanhe Packaging Holdings - instalment 3/3,E0100,E0121,66.1,High,1,0.801794,True,"Split payment: 3 payments to the same vendor on the same day, each just below the CNY 50,000 approval threshold (combined CNY 147780.32); Isolation Forest anomaly (score 0.802, rank 77 of 30,128); Vendor risk 61/100 for Wanhe Packaging Holdings; Amount sits just below the CNY 50,000 approval threshold"
TXN00027499,2024-12-03,2024-12-03,V00058,Union Electronics Group,2202,应付账款 Accounts payable,1250000.0,Finance,Settlement of Union Electronics Group invoice INV-908963,E0123,E0115,66.07,High,2,0.797212,True,"Unusual vendor (Union Electronics Group): amount is more than 8x this vendor's average payment; Large round amount: CNY 1250000.0 sits in the top 1.38% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.797, rank 83 of 30,128); Amount CNY 1,250,000.00 is above the 98.6th percentile of the ledger"
TXN00000855,2024-05-29,2024-05-29,V00285,Hengtai Systems Group,2202,应付账款 Accounts payable,1250000.0,Finance,Settlement of Hengtai Systems Group invoice INV-214086,E0060,E0136,66.03,High,2,0.761498,True,"Unusual vendor (Hengtai Systems Group): amount is more than 8x this vendor's average payment; Large round amount: CNY 1250000.0 sits in the top 1.38% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.761, rank 149 of 30,128); Amount CNY 1,250,000.00 is above the 98.6th percentile of the ledger"
TXN00020762,2025-08-25,2025-08-25,V00335,"Pacific Industrial (Shanghai) Co., Ltd.",2202,应付账款 Accounts payable,1250000.0,Finance,"Payment to Pacific Industrial (Shanghai) Co., Ltd. for invoice INV-494368",E0024,E0042,66.03,High,2,0.783676,True,"Unusual vendor (Pacific Industrial (Shanghai) Co., Ltd.): amount is more than 8x this vendor's average payment; Large round amount: CNY 1250000.0 sits in the top 1.38% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.784, rank 105 of 30,128); Amount CNY 1,250,000.00 is above the 98.6th percentile of the ledger"
TXN00004882,2024-07-02,2024-07-03,V00192,"Zhongtai Facilities (Shanghai) Co., Ltd.",2202,应付账款 Accounts payable,1250000.0,Finance,"Vendor settlement Zhongtai Facilities (Shanghai) Co., Ltd. / INV-161149",E0058,E0104,65.99,High,2,0.697774,True,"Unusual vendor (Zhongtai Facilities (Shanghai) Co., Ltd.): amount is more than 8x this vendor's average payment; Large round amount: CNY 1250000.0 sits in the top 1.38% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.698, rank 342 of 30,128); Amount CNY 1,250,000.00 is above the 98.6th percentile of the ledger"
TXN00008302,2025-08-14,2025-08-14,V00356,Concord Trading Group,2202,应付账款 Accounts payable,1250000.0,Finance,Vendor settlement Concord Trading Group / INV-744973,E0116,E0111,65.87,High,2,0.720134,True,"Unusual vendor (Concord Trading Group): amount is more than 8x this vendor's average payment; Large round amount: CNY 1250000.0 sits in the top 1.38% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.720, rank 263 of 30,128); Amount CNY 1,250,000.00 is above the 98.6th percentile of the ledger"
TXN00000660,2025-10-09,2025-10-09,V00362,Silverline Logistics Group,2202,应付账款 Accounts payable,1250000.0,Finance,Settlement of Silverline Logistics Group invoice INV-386435,E0013,E0002,65.85,High,2,0.773889,True,"Unusual vendor (Silverline Logistics Group): amount is more than 8x this vendor's average payment; Large round amount: CNY 1250000.0 sits in the top 1.38% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.774, rank 120 of 30,128); Amount CNY 1,250,000.00 is above the 98.6th percentile of the ledger"
TXN00008731,2024-11-18,2024-11-18,V00031,Orient Packaging Holdings,1403,原材料 Raw materials,1000000.0,Procurement,Bulk purchase of components - PO49620,E0122,E0128,65.85,High,2,0.801813,True,"Unusual vendor (Orient Packaging Holdings): amount is more than 8x this vendor's average payment; Large round amount: CNY 1000000.0 sits in the top 2.5% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.802, rank 76 of 30,128); Amount CNY 1,000,000.00 is above the 97.5th percentile of the ledger"
TXN00011898,2025-09-09,2025-09-09,V00070,Jinlong Facilities Group,1403,原材料 Raw materials,1000000.0,Procurement,Goods receipt against PO39680,E0117,E0002,65.74,High,2,0.769039,True,"Unusual vendor (Jinlong Facilities Group): amount is more than 8x this vendor's average payment; Large round amount: CNY 1000000.0 sits in the top 2.5% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.769, rank 133 of 30,128); Amount CNY 1,000,000.00 is above the 97.5th percentile of the ledger"
TXN00001151,2024-09-05,2024-09-05,V00183,"Innovate Technology (Shanghai) Co., Ltd.",1403,原材料 Raw materials,1000000.0,Procurement,Goods receipt against PO33531,E0118,E0095,65.63,High,2,0.740132,True,"Unusual vendor (Innovate Technology (Shanghai) Co., Ltd.): amount is more than 8x this vendor's average payment; Large round amount: CNY 1000000.0 sits in the top 2.5% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.740, rank 204 of 30,128); Vendor risk 47/100 for Innovate Technology (Shanghai) Co., Ltd.; Amount CNY 1,000,000.00 is above the 97.5th percentile of the ledger"
TXN00002097,2024-11-25,2024-11-25,V00282,"Kunlun Services Co., Ltd.",2202,应付账款 Accounts payable,1250000.0,Finance,"Settlement of Kunlun Services Co., Ltd. invoice INV-707404",E0024,E0033,65.62,High,2,0.673907,True,"Unusual vendor (Kunlun Services Co., Ltd.): amount is more than 8x this vendor's average payment; Large round amount: CNY 1250000.0 sits in the top 1.38% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.674, rank 428 of 30,128); Amount CNY 1,250,000.00 is above the 98.6th percentile of the ledger"
TXN00006204,2024-05-28,2024-05-28,V00078,"Global Engineering (Guangzhou) Co., Ltd.",2202,应付账款 Accounts payable,1250000.0,Finance,"Payment to Global Engineering (Guangzhou) Co., Ltd. for invoice INV-611418",E0067,E0095,65.56,High,2,0.782487,True,"Unusual vendor (Global Engineering (Guangzhou) Co., Ltd.): amount is more than 8x this vendor's average payment; Large round amount: CNY 1250000.0 sits in the top 1.38% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.782, rank 108 of 30,128); Amount CNY 1,250,000.00 is above the 98.6th percentile of the ledger"
TXN00013963,2025-03-12,2025-03-12,V00124,"Dynamic Facilities (Shenzhen) Co., Ltd.",660205,管理费用-咨询费 Consulting fees,1000000.0,Operations,"Advisory fee to Dynamic Facilities (Shenzhen) Co., Ltd.",E0139,E0050,65.54,High,2,0.751812,True,"Unusual vendor (Dynamic Facilities (Shenzhen) Co., Ltd.): amount is more than 8x this vendor's average payment; Large round amount: CNY 1000000.0 sits in the top 2.5% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.752, rank 173 of 30,128); Amount CNY 1,000,000.00 is above the 97.5th percentile of the ledger"
TXN00014764,2024-10-11,2024-10-11,V00294,Northwind Technology Holdings,2202,应付账款 Accounts payable,1250000.0,Finance,Settlement of Northwind Technology Holdings invoice INV-865534,E0079,E0104,65.5,High,2,0.771866,True,"Unusual vendor (Northwind Technology Holdings): amount is more than 8x this vendor's average payment; Large round amount: CNY 1250000.0 sits in the top 1.38% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.772, rank 128 of 30,128); Amount CNY 1,250,000.00 is above the 98.6th percentile of the ledger"
TXN00002742,2024-06-24,2024-06-24,V00166,"Blue Ridge Engineering Co., Ltd.",2202,应付账款 Accounts payable,1250000.0,Finance,"Settlement of Blue Ridge Engineering Co., Ltd. invoice INV-406348",E0018,E0111,65.27,High,2,0.708767,True,"Unusual vendor (Blue Ridge Engineering Co., Ltd.): amount is more than 8x this vendor's average payment; Large round amount: CNY 1250000.0 sits in the top 1.38% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.709, rank 308 of 30,128); Amount CNY 1,250,000.00 is above the 98.6th percentile of the ledger"
TXN00021593,2025-06-27,2025-06-27,V00203,"Bright Consulting Co., Ltd.",1403,原材料 Raw materials,1000000.0,Procurement,"Material procurement from Bright Consulting Co., Ltd. - PO27357",E0132,E0095,65.24,High,2,0.706715,True,"Unusual vendor (Bright Consulting Co., Ltd.): amount is more than 8x this vendor's average payment; Large round amount: CNY 1000000.0 sits in the top 2.5% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.707, rank 315 of 30,128); Vendor risk 50/100 for Bright Consulting Co., Ltd.; Amount CNY 1,000,000.00 is above the 97.5th percentile of the ledger"
TXN00016504,2025-06-09,2025-06-09,V00273,"Global Materials Co., Ltd.",1403,原材料 Raw materials,1000000.0,Procurement,Purchase of raw materials - PO58434,E0016,E0053,65.05,High,2,0.702537,True,"Unusual vendor (Global Materials Co., Ltd.): amount is more than 8x this vendor's average payment; Large round amount: CNY 1000000.0 sits in the top 2.5% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.703, rank 324 of 30,128); Vendor risk 49/100 for Global Materials Co., Ltd.; Amount CNY 1,000,000.00 is above the 97.5th percentile of the ledger"
TXN00022286,2024-11-07,2024-11-07,V00306,"Everest Logistics (Guangzhou) Co., Ltd.",2202,应付账款 Accounts payable,1250000.0,Finance,"Payment to Everest Logistics (Guangzhou) Co., Ltd. for invoice INV-595337",E0093,E0089,65.02,High,2,0.728514,True,"Unusual vendor (Everest Logistics (Guangzhou) Co., Ltd.): amount is more than 8x this vendor's average payment; Large round amount: CNY 1250000.0 sits in the top 1.38% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.729, rank 235 of 30,128); Amount CNY 1,250,000.00 is above the 98.6th percentile of the ledger"
TXN00012242,2025-05-26,2025-05-28,V00336,Vertex Consulting Holdings,2202,应付账款 Accounts payable,1250000.0,Finance,Bank transfer to Vertex Consulting Holdings - invoice INV-371765,E0018,E0124,64.97,High,2,0.700927,True,"Unusual vendor (Vertex Consulting Holdings): amount is more than 8x this vendor's average payment; Large round amount: CNY 1250000.0 sits in the top 1.38% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.701, rank 327 of 30,128); Amount CNY 1,250,000.00 is above the 98.6th percentile of the ledger"
TXN00005932,2024-11-11,2024-11-14,V00339,"Concord Packaging (Shenzhen) Co., Ltd.",2202,应付账款 Accounts payable,1250000.0,Finance,"Vendor settlement Concord Packaging (Shenzhen) Co., Ltd. / INV-794597",E0063,E0008,64.96,High,2,0.759378,True,"Unusual vendor (Concord Packaging (Shenzhen) Co., Ltd.): amount is more than 8x this vendor's average payment; Large round amount: CNY 1250000.0 sits in the top 1.38% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.759, rank 155 of 30,128); Amount CNY 1,250,000.00 is above the 98.6th percentile of the ledger"
TXN00004425,2024-12-05,2024-12-05,V00364,"Tianhe Packaging (Shenzhen) Co., Ltd.",2202,应付账款 Accounts payable,1250000.0,Finance,"Settlement of Tianhe Packaging (Shenzhen) Co., Ltd. invoice INV-267685",E0012,E0095,64.9,High,2,0.713001,True,"Unusual vendor (Tianhe Packaging (Shenzhen) Co., Ltd.): amount is more than 8x this vendor's average payment; Large round amount: CNY 1250000.0 sits in the top 1.38% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.713, rank 287 of 30,128); Amount CNY 1,250,000.00 is above the 98.6th percentile of the ledger"
TXN00000113,2024-03-12,2024-03-12,V00120,Vertex Supply Chain Group,2202,应付账款 Accounts payable,1250000.0,Finance,Vendor settlement Vertex Supply Chain Group / INV-961839,E0133,E0053,64.85,High,2,0.745887,True,"Unusual vendor (Vertex Supply Chain Group): amount is more than 8x this vendor's average payment; Large round amount: CNY 1250000.0 sits in the top 1.38% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.746, rank 186 of 30,128); Amount CNY 1,250,000.00 is above the 98.6th percentile of the ledger"
TXN00012707,2025-09-15,2025-09-15,V00227,Concord Systems Group,2202,应付账款 Accounts payable,1250000.0,Finance,Settlement of Concord Systems Group invoice INV-554370,E0127,E0028,64.85,High,2,0.741092,True,"Unusual vendor (Concord Systems Group): amount is more than 8x this vendor's average payment; Large round amount: CNY 1250000.0 sits in the top 1.38% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.741, rank 202 of 30,128); Amount CNY 1,250,000.00 is above the 98.6th percentile of the ledger"
TXN00016574,2025-12-03,2025-12-03,V00416,"Kunlun Technology (Shanghai) Co., Ltd.",2202,应付账款 Accounts payable,98154.33,Finance,"Bank transfer to Kunlun Technology (Shanghai) Co., Ltd. - invoice INV-700711",E0010,E0047,64.84,High,1,0.469937,False,"Duplicate payment: invoice INV-2025-70258 paid more than once to Kunlun Technology (Shanghai) Co., Ltd.; Vendor risk 73/100 for Kunlun Technology (Shanghai) Co., Ltd."
TXN00010990,2025-08-04,2025-08-04,V00342,Zhongtai Services Holdings,2202,应付账款 Accounts payable,1250000.0,Finance,Bank transfer to Zhongtai Services Holdings - invoice INV-489643,E0138,E0135,64.81,High,2,0.684092,True,"Unusual vendor (Zhongtai Services Holdings): amount is more than 8x this vendor's average payment; Large round amount: CNY 1250000.0 sits in the top 1.38% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.684, rank 395 of 30,128); Amount CNY 1,250,000.00 is above the 98.6th percentile of the ledger"
TXN00009234,2024-10-24,2024-10-24,V00215,Dynamic Logistics Holdings,1403,原材料 Raw materials,1000000.0,Procurement,Purchase of raw materials - PO52061,E0055,E0049,64.79,High,2,0.72107,True,"Unusual vendor (Dynamic Logistics Holdings): amount is more than 8x this vendor's average payment; Large round amount: CNY 1000000.0 sits in the top 2.5% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.721, rank 260 of 30,128); Amount CNY 1,000,000.00 is above the 97.5th percentile of the ledger"
TXN00002811,2024-08-05,2024-08-05,V00013,"Tianhe Services (Guangzhou) Co., Ltd.",2202,应付账款 Accounts payable,1250000.0,Finance,"Settlement of Tianhe Services (Guangzhou) Co., Ltd. invoice INV-578260",E0022,E0034,64.72,High,2,0.727536,True,"Unusual vendor (Tianhe Services (Guangzhou) Co., Ltd.): amount is more than 8x this vendor's average payment; Large round amount: CNY 1250000.0 sits in the top 1.38% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.728, rank 237 of 30,128); Amount CNY 1,250,000.00 is above the 98.6th percentile of the ledger"
TXN00022391,2024-12-23,2024-12-23,V00359,"Hanwei Facilities (Shenzhen) Co., Ltd.",2202,应付账款 Accounts payable,1250000.0,Finance,"Bank transfer to Hanwei Facilities (Shenzhen) Co., Ltd. - invoice INV-411836",E0080,E0033,64.72,High,2,0.734699,True,"Unusual vendor (Hanwei Facilities (Shenzhen) Co., Ltd.): amount is more than 8x this vendor's average payment; Large round amount: CNY 1250000.0 sits in the top 1.38% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.735, rank 214 of 30,128); Amount CNY 1,250,000.00 is above the 98.6th percentile of the ledger"
TXN00025385,2025-09-09,2025-09-09,V00335,"Pacific Industrial (Shanghai) Co., Ltd.",2202,应付账款 Accounts payable,1250000.0,Finance,"Vendor settlement Pacific Industrial (Shanghai) Co., Ltd. / INV-422087",E0131,E0009,64.69,High,2,0.730334,True,"Unusual vendor (Pacific Industrial (Shanghai) Co., Ltd.): amount is more than 8x this vendor's average payment; Large round amount: CNY 1250000.0 sits in the top 1.38% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.730, rank 233 of 30,128); Amount CNY 1,250,000.00 is above the 98.6th percentile of the ledger"
