review_order,transaction_id,selection_route,selection_reason,random_inclusion_probability,random_sampling_weight,transaction_date,vendor_id,debit_amount,audit_risk_score,risk_level,rule_keys,risk_reason_text,review_outcome,evidence_reference,reviewer_notes
122,TXN00000660,risk_priority,Risk score 65.85/100,,,2025-10-09,V00362,1250000,65.85,High,large_round_amount; unusual_vendor,"Unusual vendor (Silverline Logistics Group): amount is more than 8x this vendor's average payment; Large round amount: CNY 1250000.0 sits in the top 1.38% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.774, rank 120 of 30,128); Amount CNY 1,250,000.00 is above the 98.6th percentile of the ledger",,,
123,TXN00008731,risk_priority,Risk score 65.85/100,,,2024-11-18,V00031,1000000,65.85,High,large_round_amount; unusual_vendor,"Unusual vendor (Orient Packaging Holdings): amount is more than 8x this vendor's average payment; Large round amount: CNY 1000000.0 sits in the top 2.5% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.802, rank 76 of 30,128); Amount CNY 1,000,000.00 is above the 97.5th percentile of the ledger",,,
124,TXN00011898,risk_priority,Risk score 65.74/100,,,2025-09-09,V00070,1000000,65.74,High,large_round_amount; unusual_vendor,"Unusual vendor (Jinlong Facilities Group): amount is more than 8x this vendor's average payment; Large round amount: CNY 1000000.0 sits in the top 2.5% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.769, rank 133 of 30,128); Amount CNY 1,000,000.00 is above the 97.5th percentile of the ledger",,,
125,TXN00001151,risk_priority,Risk score 65.63/100,,,2024-09-05,V00183,1000000,65.63,High,large_round_amount; unusual_vendor,"Unusual vendor (Innovate Technology (Shanghai) Co., Ltd.): amount is more than 8x this vendor's average payment; Large round amount: CNY 1000000.0 sits in the top 2.5% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.740, rank 204 of 30,128); Vendor risk 47/100 for Innovate Technology (Shanghai) Co., Ltd.; Amount CNY 1,000,000.00 is above the 97.5th percentile of the ledger",,,
126,TXN00002097,risk_priority,Risk score 65.62/100,,,2024-11-25,V00282,1250000,65.62,High,large_round_amount; unusual_vendor,"Unusual vendor (Kunlun Services Co., Ltd.): amount is more than 8x this vendor's average payment; Large round amount: CNY 1250000.0 sits in the top 1.38% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.674, rank 428 of 30,128); Amount CNY 1,250,000.00 is above the 98.6th percentile of the ledger",,,
127,TXN00006204,risk_priority,Risk score 65.56/100,,,2024-05-28,V00078,1250000,65.56,High,large_round_amount; unusual_vendor,"Unusual vendor (Global Engineering (Guangzhou) Co., Ltd.): amount is more than 8x this vendor's average payment; Large round amount: CNY 1250000.0 sits in the top 1.38% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.782, rank 108 of 30,128); Amount CNY 1,250,000.00 is above the 98.6th percentile of the ledger",,,
128,TXN00013963,risk_priority,Risk score 65.54/100,,,2025-03-12,V00124,1000000,65.54,High,large_round_amount; unusual_vendor,"Unusual vendor (Dynamic Facilities (Shenzhen) Co., Ltd.): amount is more than 8x this vendor's average payment; Large round amount: CNY 1000000.0 sits in the top 2.5% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.752, rank 173 of 30,128); Amount CNY 1,000,000.00 is above the 97.5th percentile of the ledger",,,
129,TXN00014764,risk_priority,Risk score 65.50/100,,,2024-10-11,V00294,1250000,65.5,High,large_round_amount; unusual_vendor,"Unusual vendor (Northwind Technology Holdings): amount is more than 8x this vendor's average payment; Large round amount: CNY 1250000.0 sits in the top 1.38% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.772, rank 128 of 30,128); Amount CNY 1,250,000.00 is above the 98.6th percentile of the ledger",,,
130,TXN00002742,risk_priority,Risk score 65.27/100,,,2024-06-24,V00166,1250000,65.27,High,large_round_amount; unusual_vendor,"Unusual vendor (Blue Ridge Engineering Co., Ltd.): amount is more than 8x this vendor's average payment; Large round amount: CNY 1250000.0 sits in the top 1.38% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.709, rank 308 of 30,128); Amount CNY 1,250,000.00 is above the 98.6th percentile of the ledger",,,
131,TXN00021593,risk_priority,Risk score 65.24/100,,,2025-06-27,V00203,1000000,65.24,High,large_round_amount; unusual_vendor,"Unusual vendor (Bright Consulting Co., Ltd.): amount is more than 8x this vendor's average payment; Large round amount: CNY 1000000.0 sits in the top 2.5% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.707, rank 315 of 30,128); Vendor risk 50/100 for Bright Consulting Co., Ltd.; Amount CNY 1,000,000.00 is above the 97.5th percentile of the ledger",,,
132,TXN00016504,risk_priority,Risk score 65.05/100,,,2025-06-09,V00273,1000000,65.05,High,large_round_amount; unusual_vendor,"Unusual vendor (Global Materials Co., Ltd.): amount is more than 8x this vendor's average payment; Large round amount: CNY 1000000.0 sits in the top 2.5% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.703, rank 324 of 30,128); Vendor risk 49/100 for Global Materials Co., Ltd.; Amount CNY 1,000,000.00 is above the 97.5th percentile of the ledger",,,
133,TXN00022286,risk_priority,Risk score 65.02/100,,,2024-11-07,V00306,1250000,65.02,High,large_round_amount; unusual_vendor,"Unusual vendor (Everest Logistics (Guangzhou) Co., Ltd.): amount is more than 8x this vendor's average payment; Large round amount: CNY 1250000.0 sits in the top 1.38% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.729, rank 235 of 30,128); Amount CNY 1,250,000.00 is above the 98.6th percentile of the ledger",,,
134,TXN00012242,risk_priority,Risk score 64.97/100,,,2025-05-26,V00336,1250000,64.97,High,large_round_amount; unusual_vendor,"Unusual vendor (Vertex Consulting Holdings): amount is more than 8x this vendor's average payment; Large round amount: CNY 1250000.0 sits in the top 1.38% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.701, rank 327 of 30,128); Amount CNY 1,250,000.00 is above the 98.6th percentile of the ledger",,,
135,TXN00005932,risk_priority,Risk score 64.96/100,,,2024-11-11,V00339,1250000,64.96,High,large_round_amount; unusual_vendor,"Unusual vendor (Concord Packaging (Shenzhen) Co., Ltd.): amount is more than 8x this vendor's average payment; Large round amount: CNY 1250000.0 sits in the top 1.38% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.759, rank 155 of 30,128); Amount CNY 1,250,000.00 is above the 98.6th percentile of the ledger",,,
136,TXN00004425,risk_priority,Risk score 64.90/100,,,2024-12-05,V00364,1250000,64.9,High,large_round_amount; unusual_vendor,"Unusual vendor (Tianhe Packaging (Shenzhen) Co., Ltd.): amount is more than 8x this vendor's average payment; Large round amount: CNY 1250000.0 sits in the top 1.38% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.713, rank 287 of 30,128); Amount CNY 1,250,000.00 is above the 98.6th percentile of the ledger",,,
137,TXN00000113,risk_priority,Risk score 64.85/100,,,2024-03-12,V00120,1250000,64.85,High,large_round_amount; unusual_vendor,"Unusual vendor (Vertex Supply Chain Group): amount is more than 8x this vendor's average payment; Large round amount: CNY 1250000.0 sits in the top 1.38% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.746, rank 186 of 30,128); Amount CNY 1,250,000.00 is above the 98.6th percentile of the ledger",,,
138,TXN00012707,risk_priority,Risk score 64.85/100,,,2025-09-15,V00227,1250000,64.85,High,large_round_amount; unusual_vendor,"Unusual vendor (Concord Systems Group): amount is more than 8x this vendor's average payment; Large round amount: CNY 1250000.0 sits in the top 1.38% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.741, rank 202 of 30,128); Amount CNY 1,250,000.00 is above the 98.6th percentile of the ledger",,,
139,TXN00016574,risk_priority,Risk score 64.84/100,,,2025-12-03,V00416,98154.33,64.84,High,duplicate_payment,"Duplicate payment: invoice INV-2025-70258 paid more than once to Kunlun Technology (Shanghai) Co., Ltd.; Vendor risk 73/100 for Kunlun Technology (Shanghai) Co., Ltd.",,,
140,TXN00010990,risk_priority,Risk score 64.81/100,,,2025-08-04,V00342,1250000,64.81,High,large_round_amount; unusual_vendor,"Unusual vendor (Zhongtai Services Holdings): amount is more than 8x this vendor's average payment; Large round amount: CNY 1250000.0 sits in the top 1.38% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.684, rank 395 of 30,128); Amount CNY 1,250,000.00 is above the 98.6th percentile of the ledger",,,
141,TXN00009234,risk_priority,Risk score 64.79/100,,,2024-10-24,V00215,1000000,64.79,High,large_round_amount; unusual_vendor,"Unusual vendor (Dynamic Logistics Holdings): amount is more than 8x this vendor's average payment; Large round amount: CNY 1000000.0 sits in the top 2.5% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.721, rank 260 of 30,128); Amount CNY 1,000,000.00 is above the 97.5th percentile of the ledger",,,
142,TXN00002811,risk_priority,Risk score 64.72/100,,,2024-08-05,V00013,1250000,64.72,High,large_round_amount; unusual_vendor,"Unusual vendor (Tianhe Services (Guangzhou) Co., Ltd.): amount is more than 8x this vendor's average payment; Large round amount: CNY 1250000.0 sits in the top 1.38% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.728, rank 237 of 30,128); Amount CNY 1,250,000.00 is above the 98.6th percentile of the ledger",,,
143,TXN00022391,risk_priority,Risk score 64.72/100,,,2024-12-23,V00359,1250000,64.72,High,large_round_amount; unusual_vendor,"Unusual vendor (Hanwei Facilities (Shenzhen) Co., Ltd.): amount is more than 8x this vendor's average payment; Large round amount: CNY 1250000.0 sits in the top 1.38% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.735, rank 214 of 30,128); Amount CNY 1,250,000.00 is above the 98.6th percentile of the ledger",,,
144,TXN00025385,risk_priority,Risk score 64.69/100,,,2025-09-09,V00335,1250000,64.69,High,large_round_amount; unusual_vendor,"Unusual vendor (Pacific Industrial (Shanghai) Co., Ltd.): amount is more than 8x this vendor's average payment; Large round amount: CNY 1250000.0 sits in the top 1.38% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.730, rank 233 of 30,128); Amount CNY 1,250,000.00 is above the 98.6th percentile of the ledger",,,
145,TXN00000641,risk_priority,Risk score 64.66/100,,,2024-03-25,V00107,1000000,64.66,High,large_round_amount; unusual_vendor,"Unusual vendor (Delta Engineering Group): amount is more than 8x this vendor's average payment; Large round amount: CNY 1000000.0 sits in the top 2.5% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.736, rank 210 of 30,128); Amount CNY 1,000,000.00 is above the 97.5th percentile of the ledger",,,
146,TXN00007070,risk_priority,Risk score 64.63/100,,,2024-08-29,V00169,1000000,64.63,High,large_round_amount; unusual_vendor,"Unusual vendor (Hengtai Media (Guangzhou) Co., Ltd.): amount is more than 8x this vendor's average payment; Large round amount: CNY 1000000.0 sits in the top 2.5% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.746, rank 184 of 30,128); Amount CNY 1,000,000.00 is above the 97.5th percentile of the ledger",,,
147,TXN00019390,risk_priority,Risk score 64.53/100,,,2025-03-18,V00230,1250000,64.53,High,large_round_amount; unusual_vendor,"Unusual vendor (Orient Automation Holdings): amount is more than 8x this vendor's average payment; Large round amount: CNY 1250000.0 sits in the top 1.38% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.716, rank 277 of 30,128); Amount CNY 1,250,000.00 is above the 98.6th percentile of the ledger",,,
148,TXN00023082,risk_priority,Risk score 64.52/100,,,2025-12-29,V00190,1000000,64.52,High,large_round_amount; unusual_vendor,"Unusual vendor (Northwind Media Holdings): amount is more than 8x this vendor's average payment; Large round amount: CNY 1000000.0 sits in the top 2.5% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.863, rank 29 of 30,128); Amount CNY 1,000,000.00 is above the 97.5th percentile of the ledger",,,
149,TXN00021607,risk_priority,Risk score 64.51/100,,,2025-05-08,V00070,1000000,64.51,High,large_round_amount; unusual_vendor,"Unusual vendor (Jinlong Facilities Group): amount is more than 8x this vendor's average payment; Large round amount: CNY 1000000.0 sits in the top 2.5% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.720, rank 264 of 30,128); Amount CNY 1,000,000.00 is above the 97.5th percentile of the ledger",,,
150,TXN80001401,risk_priority,Risk score 64.50/100,,,2025-10-20,V00391,49649.59,64.5,High,split_transaction,"Split payment: 3 payments to the same vendor on the same day, each just below the CNY 50,000 approval threshold (combined CNY 142877.07); Isolation Forest anomaly (score 0.852, rank 34 of 30,128); Amount sits just below the CNY 50,000 approval threshold",,,
151,TXN00008836,risk_priority,Risk score 64.49/100,,,2025-06-25,V00132,1250000,64.49,High,large_round_amount; unusual_vendor,"Unusual vendor (Hanwei Consulting Co., Ltd.): amount is more than 8x this vendor's average payment; Large round amount: CNY 1250000.0 sits in the top 1.38% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.685, rank 389 of 30,128); Amount CNY 1,250,000.00 is above the 98.6th percentile of the ledger",,,
152,TXN90000013,risk_priority,Risk score 64.45/100,,,2025-08-04,V00350,160000,64.45,High,duplicate_payment,"Duplicate payment: invoice INV-2025-71544 paid more than once to Ruixin Systems (Guangzhou) Co., Ltd.; Amount CNY 160,000.00 is above the 77.1th percentile of the ledger",,,
153,TXN90000004,risk_priority,Risk score 64.32/100,,,2025-11-14,V00413,123271.42,64.32,High,duplicate_payment,"Duplicate payment: invoice INV-2025-92744 paid more than once to Pacific Media (Shenzhen) Co., Ltd.; Vendor risk 58/100 for Pacific Media (Shenzhen) Co., Ltd.; Amount CNY 123,271.42 is above the 72.6th percentile of the ledger",,,
154,TXN00010247,risk_priority,Risk score 64.31/100,,,2024-10-25,V00214,1250000,64.31,High,large_round_amount; unusual_vendor,"Unusual vendor (Innovate Media (Shenzhen) Co., Ltd.): amount is more than 8x this vendor's average payment; Large round amount: CNY 1250000.0 sits in the top 1.38% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.680, rank 402 of 30,128); Amount CNY 1,250,000.00 is above the 98.6th percentile of the ledger",,,
155,TXN00018174,risk_priority,Risk score 64.24/100,,,2024-10-28,V00360,1000000,64.24,High,large_round_amount; unusual_vendor,"Unusual vendor (Sunrise Packaging Holdings): amount is more than 8x this vendor's average payment; Large round amount: CNY 1000000.0 sits in the top 2.5% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.733, rank 222 of 30,128); Amount CNY 1,000,000.00 is above the 97.5th percentile of the ledger",,,
156,TXN00000391,risk_priority,Risk score 64.23/100,,,2024-03-25,V00172,1000000,64.23,High,large_round_amount; unusual_vendor,"Unusual vendor (Orient Industrial (Shanghai) Co., Ltd.): amount is more than 8x this vendor's average payment; Large round amount: CNY 1000000.0 sits in the top 2.5% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.864, rank 28 of 30,128); Amount CNY 1,000,000.00 is above the 97.5th percentile of the ledger",,,
157,TXN00001485,risk_priority,Risk score 64.18/100,,,2024-10-14,V00363,1000000,64.18,High,large_round_amount; unusual_vendor,"Unusual vendor (Blue Ridge Systems (Beijing) Co., Ltd.): amount is more than 8x this vendor's average payment; Large round amount: CNY 1000000.0 sits in the top 2.5% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.678, rank 413 of 30,128); Vendor risk 47/100 for Blue Ridge Systems (Beijing) Co., Ltd.; Amount CNY 1,000,000.00 is above the 97.5th percentile of the ledger",,,
158,TXN00006056,risk_priority,Risk score 64.16/100,,,2024-05-20,V00079,1000000,64.16,High,large_round_amount; unusual_vendor,"Unusual vendor (Concord Media (Shenzhen) Co., Ltd.): amount is more than 8x this vendor's average payment; Large round amount: CNY 1000000.0 sits in the top 2.5% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.855, rank 33 of 30,128); Amount CNY 1,000,000.00 is above the 97.5th percentile of the ledger",,,
159,TXN90000025,risk_priority,Risk score 64.05/100,,,2025-12-11,V00416,98154.33,64.05,High,duplicate_payment,"Duplicate payment: invoice INV-2025-70258 paid more than once to Kunlun Technology (Shanghai) Co., Ltd.; Vendor risk 73/100 for Kunlun Technology (Shanghai) Co., Ltd.",,,
160,TXN80001402,risk_priority,Risk score 64.02/100,,,2025-10-20,V00391,45071.84,64.02,High,split_transaction,"Split payment: 3 payments to the same vendor on the same day, each just below the CNY 50,000 approval threshold (combined CNY 142877.07); Isolation Forest anomaly (score 0.846, rank 38 of 30,128); Amount sits just below the CNY 50,000 approval threshold",,,
161,TXN80001201,risk_priority,Risk score 63.94/100,,,2024-05-22,V00045,49044.25,63.94,High,split_transaction,"Split payment: 3 payments to the same vendor on the same day, each just below the CNY 50,000 approval threshold (combined CNY 146119.49); Isolation Forest anomaly (score 0.787, rank 98 of 30,128); Vendor risk 48/100 for Yongsheng Materials (Guangzhou) Co., Ltd.; Amount sits just below the CNY 50,000 approval threshold",,,
162,TXN80001202,risk_priority,Risk score 63.86/100,,,2024-05-22,V00045,48258.24,63.86,High,split_transaction,"Split payment: 3 payments to the same vendor on the same day, each just below the CNY 50,000 approval threshold (combined CNY 146119.49); Isolation Forest anomaly (score 0.786, rank 100 of 30,128); Vendor risk 48/100 for Yongsheng Materials (Guangzhou) Co., Ltd.; Amount sits just below the CNY 50,000 approval threshold",,,
163,TXN00021269,risk_priority,Risk score 63.85/100,,,2024-07-12,V00362,1000000,63.85,High,large_round_amount; unusual_vendor,"Unusual vendor (Silverline Logistics Group): amount is more than 8x this vendor's average payment; Large round amount: CNY 1000000.0 sits in the top 2.5% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.774, rank 119 of 30,128); Amount CNY 1,000,000.00 is above the 97.5th percentile of the ledger",,,
164,TXN00007177,risk_priority,Risk score 63.84/100,,,2024-03-02,V00080,120363.26,63.84,High,duplicate_payment; weekend_posting,"Duplicate payment: invoice INV-2024-92989 paid more than once to Dynamic Industrial (Guangzhou) Co., Ltd.; Posted on Saturday - 2024-03-02 is outside the normal working week; Amount CNY 120,363.26 is above the 72.3th percentile of the ledger",,,
165,TXN80001400,risk_priority,Risk score 63.64/100,,,2025-10-20,V00391,48155.64,63.64,High,split_transaction,"Split payment: 3 payments to the same vendor on the same day, each just below the CNY 50,000 approval threshold (combined CNY 142877.07); Isolation Forest anomaly (score 0.822, rank 58 of 30,128); Amount sits just below the CNY 50,000 approval threshold",,,
166,TXN00008020,risk_priority,Risk score 63.46/100,,,2024-01-23,V00358,1000000,63.46,High,large_round_amount; unusual_vendor,"Unusual vendor (Apex Materials (Guangzhou) Co., Ltd.): amount is more than 8x this vendor's average payment; Large round amount: CNY 1000000.0 sits in the top 2.5% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.772, rank 125 of 30,128); Amount CNY 1,000,000.00 is above the 97.5th percentile of the ledger",,,
167,TXN00024334,risk_priority,Risk score 63.45/100,,,2024-05-20,V00273,1000000,63.45,High,large_round_amount; unusual_vendor,"Unusual vendor (Global Materials Co., Ltd.): amount is more than 8x this vendor's average payment; Large round amount: CNY 1000000.0 sits in the top 2.5% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.639, rank 597 of 30,128); Vendor risk 49/100 for Global Materials Co., Ltd.; Amount CNY 1,000,000.00 is above the 97.5th percentile of the ledger",,,
168,TXN00010142,risk_priority,Risk score 63.44/100,,,2025-10-03,V00041,1000000,63.44,High,large_round_amount; weekend_posting,"Large round amount: CNY 1000000.0 sits in the top 2.5% of all voucher values and is an exact multiple of 10,000; Posted on Friday (public holiday) - 2025-10-03 is outside the normal working week; Isolation Forest anomaly (score 0.778, rank 113 of 30,128); Amount CNY 1,000,000.00 is above the 97.5th percentile of the ledger",,,
169,TXN00007328,risk_priority,Risk score 63.41/100,,,2024-12-23,V00182,1250000,63.41,High,large_round_amount; unusual_vendor,"Unusual vendor (Delta Logistics Holdings): amount is more than 8x this vendor's average payment; Large round amount: CNY 1250000.0 sits in the top 1.38% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.731, rank 230 of 30,128); Amount CNY 1,250,000.00 is above the 98.6th percentile of the ledger",,,
170,TXN00016208,risk_priority,Risk score 63.35/100,,,2024-12-30,V00092,1000000,63.35,High,large_round_amount; unusual_vendor,"Unusual vendor (Northwind Engineering Group): amount is more than 8x this vendor's average payment; Large round amount: CNY 1000000.0 sits in the top 2.5% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.621, rank 686 of 30,128); Vendor risk 51/100 for Northwind Engineering Group; Amount CNY 1,000,000.00 is above the 97.5th percentile of the ledger",,,
171,TXN00012431,risk_priority,Risk score 63.34/100,,,2024-11-28,V00305,1250000,63.34,High,large_round_amount; unusual_vendor,"Unusual vendor (Jinlong Packaging (Guangzhou) Co., Ltd.): amount is more than 8x this vendor's average payment; Large round amount: CNY 1250000.0 sits in the top 1.38% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.728, rank 236 of 30,128); Amount CNY 1,250,000.00 is above the 98.6th percentile of the ledger",,,
172,TXN80001200,risk_priority,Risk score 63.28/100,,,2024-05-22,V00045,48817,63.28,High,split_transaction,"Split payment: 3 payments to the same vendor on the same day, each just below the CNY 50,000 approval threshold (combined CNY 146119.49); Isolation Forest anomaly (score 0.761, rank 150 of 30,128); Vendor risk 48/100 for Yongsheng Materials (Guangzhou) Co., Ltd.; Amount sits just below the CNY 50,000 approval threshold",,,
173,TXN80000001,risk_priority,Risk score 63.27/100,,,2024-06-24,V00397,48284.87,63.27,High,split_transaction,"Split payment: 3 payments to the same vendor on the same day, each just below the CNY 50,000 approval threshold (combined CNY 142389.16); Isolation Forest anomaly (score 0.800, rank 81 of 30,128); Amount sits just below the CNY 50,000 approval threshold",,,
174,TXN80000002,risk_priority,Risk score 63.19/100,,,2024-06-24,V00397,47607.81,63.19,High,split_transaction,"Split payment: 3 payments to the same vendor on the same day, each just below the CNY 50,000 approval threshold (combined CNY 142389.16); Isolation Forest anomaly (score 0.799, rank 82 of 30,128); Amount sits just below the CNY 50,000 approval threshold",,,
175,TXN00002934,risk_priority,Risk score 63.18/100,,,2025-08-05,V00077,1000000,63.18,High,large_round_amount; unusual_vendor,"Unusual vendor (Orient Packaging Group): amount is more than 8x this vendor's average payment; Large round amount: CNY 1000000.0 sits in the top 2.5% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.796, rank 86 of 30,128); Amount CNY 1,000,000.00 is above the 97.5th percentile of the ledger",,,
176,TXN00016793,risk_priority,Risk score 63.16/100,,,2025-01-15,V00019,1000000,63.16,High,large_round_amount; unusual_vendor,"Unusual vendor (Kaiyuan Supply Chain Holdings): amount is more than 8x this vendor's average payment; Large round amount: CNY 1000000.0 sits in the top 2.5% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.647, rank 559 of 30,128); Vendor risk 46/100 for Kaiyuan Supply Chain Holdings; Amount CNY 1,000,000.00 is above the 97.5th percentile of the ledger",,,
177,TXN00027896,risk_priority,Risk score 63.08/100,,,2025-10-17,V00118,47000,63.08,High,split_transaction,"Split payment: 3 payments to the same vendor on the same day, each just below the CNY 50,000 approval threshold (combined CNY 73877.51); Isolation Forest anomaly (score 0.866, rank 26 of 30,128); Amount sits just below the CNY 50,000 approval threshold",,,
178,TXN00025543,risk_priority,Risk score 63.04/100,,,2024-06-07,V00349,1000000,63.04,High,large_round_amount; unusual_vendor,"Unusual vendor (Delta Systems Group): amount is more than 8x this vendor's average payment; Large round amount: CNY 1000000.0 sits in the top 2.5% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.678, rank 414 of 30,128); Amount CNY 1,000,000.00 is above the 97.5th percentile of the ledger",,,
179,TXN00021854,risk_priority,Risk score 62.99/100,,,2024-08-02,V00101,787329.37,62.99,High,self_approval,"Self approval: voucher raised and approved by the same employee (E0132) - segregation of duties breach; Isolation Forest anomaly (score 0.667, rank 460 of 30,128); Amount CNY 787,329.37 is above the 95.9th percentile of the ledger",,,
180,TXN00013863,risk_priority,Risk score 62.99/100,,,2024-06-29,V00289,650610.84,62.99,High,self_approval; weekend_posting,"Self approval: voucher raised and approved by the same employee (E0058) - segregation of duties breach; Posted on Saturday - 2024-06-29 is outside the normal working week; Isolation Forest anomaly (score 0.725, rank 244 of 30,128); Amount CNY 650,610.84 is above the 94.5th percentile of the ledger",,,
181,TXN80003400,risk_priority,Risk score 62.98/100,,,2025-02-17,V00021,47413.16,62.98,High,split_transaction,"Split payment: 3 payments to the same vendor on the same day, each just below the CNY 50,000 approval threshold (combined CNY 145123.94); Isolation Forest anomaly (score 0.766, rank 139 of 30,128); Vendor risk 47/100 for Hengtai Engineering Holdings; Amount sits just below the CNY 50,000 approval threshold",,,
182,TXN00017167,risk_priority,Risk score 62.95/100,,,2024-10-01,V00091,1177661.59,62.95,High,unusual_vendor; weekend_posting,"Unusual vendor (Zhongtai Industrial Co., Ltd.): amount is more than 8x this vendor's average payment; Posted on Tuesday (public holiday) - 2024-10-01 is outside the normal working week; Isolation Forest anomaly (score 0.635, rank 620 of 30,128); Amount CNY 1,177,661.59 is above the 98.3th percentile of the ledger",,,
183,TXN00009575,risk_priority,Risk score 62.94/100,,,2025-09-01,V00289,1000000,62.94,High,large_round_amount; unusual_vendor,"Unusual vendor (Innovate Automation Group): amount is more than 8x this vendor's average payment; Large round amount: CNY 1000000.0 sits in the top 2.5% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.770, rank 130 of 30,128); Amount CNY 1,000,000.00 is above the 97.5th percentile of the ledger",,,
184,TXN00008748,risk_priority,Risk score 62.88/100,,,2025-05-26,V00011,1000000,62.88,High,large_round_amount; unusual_vendor,"Unusual vendor (Zhongtai Supply Chain (Shanghai) Co., Ltd.): amount is more than 8x this vendor's average payment; Large round amount: CNY 1000000.0 sits in the top 2.5% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.744, rank 189 of 30,128); Amount CNY 1,000,000.00 is above the 97.5th percentile of the ledger",,,
185,TXN00020016,risk_priority,Risk score 62.83/100,,,2025-01-22,V00207,875000,62.83,High,large_round_amount; unusual_vendor,"Unusual vendor (Nordic Electronics Co., Ltd.): amount is more than 8x this vendor's average payment; Large round amount: CNY 875000.0 sits in the top 3.37% of all voucher values and is an exact multiple of 1,000; Isolation Forest anomaly (score 0.789, rank 95 of 30,128); Vendor risk 47/100 for Nordic Electronics Co., Ltd.; Amount CNY 875,000.00 is above the 96.6th percentile of the ledger",,,
186,TXN00004483,risk_priority,Risk score 62.79/100,,,2025-03-18,V00028,1000000,62.79,High,large_round_amount; unusual_vendor,"Unusual vendor (Concord Logistics (Beijing) Co., Ltd.): amount is more than 8x this vendor's average payment; Large round amount: CNY 1000000.0 sits in the top 2.5% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.742, rank 199 of 30,128); Amount CNY 1,000,000.00 is above the 97.5th percentile of the ledger",,,
187,TXN00017058,risk_priority,Risk score 62.79/100,,,2024-08-26,V00242,1000000,62.79,High,large_round_amount; unusual_vendor,"Unusual vendor (Nordic Facilities (Guangzhou) Co., Ltd.): amount is more than 8x this vendor's average payment; Large round amount: CNY 1000000.0 sits in the top 2.5% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.726, rank 240 of 30,128); Amount CNY 1,000,000.00 is above the 97.5th percentile of the ledger",,,
